"","OverallQual","YearRemodAdd","TotalBsmtSF","Fireplaces","GarageCars","GrLivArea","SalePrice","neighborhood"
"1234",5,1959,1188,0,2,1188,142000,13
"1235",5,1950,940,0,0,1964,130000,23
"1236",5,1950,747,0,1,1784,138887,7
"1237",7,2003,764,0,2,1626,175500,16
"1238",7,2005,847,1,2,1948,195000,6
"1239",6,2005,1141,0,2,1141,142500,20
"1240",8,2006,1476,1,2,1484,265900,24
"1241",7,2003,884,0,2,1768,224900,6
"1242",7,2007,1689,0,3,1689,248328,21
"1243",7,1974,1053,2,2,1173,170000,17
"1244",10,2006,2076,1,3,2076,465000,16
"1245",8,1950,792,2,2,1517,230000,7
"1246",6,2003,585,1,2,1868,178000,17
"1247",7,2006,756,0,2,1553,186500,21
"1248",6,1976,1012,0,3,1034,169900,12
"1249",6,1950,735,1,2,2058,129500,18
"1250",5,1950,876,0,1,988,119000,13
"1251",7,1968,2110,2,2,2110,244000,13
"1252",7,2003,1405,1,2,1405,171750,16
"1253",5,1968,864,0,1,874,130000,12
"1254",7,2003,1192,2,2,2167,294000,25
"1255",7,2004,746,1,2,1656,165400,8
"1256",6,1950,884,1,1,1367,127500,4
"1257",8,1994,1986,1,2,1987,301500,14
"1258",5,1950,864,0,0,864,99900,8
"1259",7,2005,856,0,2,1166,190000,9
"1260",6,1969,1054,0,2,1054,151000,13
"1261",6,1999,841,1,2,1675,181000,9
"1262",5,1956,1050,0,1,1050,128900,13
"1263",4,1989,1104,2,1,1788,161500,5
"1264",6,1950,764,1,2,1824,180500,4
"1265",6,1999,1405,0,2,1337,181000,13
"1266",7,1999,691,0,2,1452,183900,21
"1267",7,1950,925,1,1,1889,122000,18
"1268",9,2009,2002,1,3,2018,378500,24
"1269",8,1997,728,2,3,3447,381000,7
"1270",5,1958,874,0,1,1524,144000,13
"1271",7,1979,1332,1,2,1524,260000,5
"1272",6,1968,1489,1,2,1489,185750,17
"1273",5,1965,935,0,1,935,137000,19
"1274",6,2006,1019,1,1,1357,177000,8
"1275",5,2003,661,1,2,1250,139000,7
"1276",5,1950,928,0,2,1920,137000,13
"1277",6,1972,723,1,2,1395,162000,17
"1278",6,1976,1680,1,2,1724,197900,17
"1279",8,2002,1128,1,2,2031,237000,6
"1280",4,1950,698,0,2,1128,68400,10
"1281",7,2002,1573,0,2,1573,227000,6
"1282",7,1990,1309,1,2,1339,180000,24
"1283",5,2008,1040,0,2,1040,150500,6
"1284",6,1971,912,0,0,1824,139000,12
"1285",6,1990,804,1,1,2447,169000,23
"1286",6,1950,780,1,1,1412,132500,4
"1287",6,1963,1328,2,2,1328,143000,17
"1288",5,1964,1624,0,2,1582,190000,5
"1289",8,2000,1501,1,2,1659,278000,22
"1290",8,2006,1085,1,3,1970,281000,16
"1291",5,1964,1152,1,2,1152,180500,13
"1292",5,1972,630,0,1,1302,119500,3
"1293",5,1965,994,0,1,2372,107500,18
"1294",7,1976,832,1,2,1664,162900,17
"1295",5,1990,864,0,2,864,115000,8
"1296",5,1968,1052,0,1,1052,138500,13
"1297",5,1963,1120,0,2,1128,155000,13
"1298",6,2006,547,0,2,1072,140000,8
"1299",10,2008,6110,3,2,5642,160000,8
"1300",5,1994,1246,0,1,1246,154000,13
"1301",7,1999,978,1,2,1983,225000,9
"1302",6,1950,771,2,1,1494,177500,7
"1303",8,1994,1165,1,3,2526,290000,14
"1304",7,2005,1616,0,3,1616,232000,21
"1305",7,2004,976,0,2,1708,130000,8
"1306",9,2007,1652,2,2,1652,325000,16
"1307",7,2006,1368,1,2,1368,202500,16
"1308",5,1995,990,0,2,990,138000,6
"1309",5,2005,924,0,2,1122,147000,18
"1310",6,1991,1278,0,2,1294,179200,20
"1311",7,2002,1902,2,2,1902,335000,7
"1312",7,2007,1274,0,2,1274,203000,6
"1313",8,1990,1453,1,2,2810,302000,14
"1314",9,1999,1393,1,3,2599,333168,14
"1315",4,1954,948,1,1,948,119000,8
"1316",6,1969,952,2,2,2112,206900,13
"1317",8,2008,1622,1,3,1630,295493,6
"1318",7,2007,1352,1,2,1352,208900,21
"1319",8,2002,1753,1,3,1787,275000,6
"1320",4,1954,864,0,1,948,111000,8
"1321",6,1957,1478,2,2,1478,156500,13
"1322",3,1950,0,0,1,720,72500,4
"1323",7,1992,750,1,2,1923,190000,14
"1324",4,1950,420,0,0,708,82500,4
"1325",8,2007,1795,1,3,1795,147000,21
"1326",4,1950,796,0,0,796,55000,10
"1327",3,2006,544,0,0,774,79000,8
"1328",5,2008,816,1,1,816,130500,12
"1329",6,1950,1510,2,2,2792,256000,18
"1330",7,1998,935,1,2,1632,176500,9
"1331",8,2006,1588,1,3,1588,227000,21
"1332",5,1976,911,0,2,954,132500,6
"1333",4,1958,816,1,1,816,1e+05,8
"1334",5,1995,803,0,1,1360,125500,10
"1335",5,1970,765,0,2,1365,125000,3
"1336",6,1977,1350,1,2,1334,167900,17
"1337",5,1973,1656,0,2,1656,135000,17
"1338",4,1950,693,0,0,693,52500,18
"1339",7,2002,916,0,2,1861,2e+05,6
"1340",5,1972,864,0,1,864,128500,6
"1341",4,1971,858,0,4,872,123000,13
"1342",6,2004,1114,0,2,1114,155000,20
"1343",8,2002,1284,1,2,2169,228500,6
"1344",6,1950,896,1,2,1913,177000,7
"1345",7,2006,728,1,2,1456,155835,6
"1346",4,1950,960,0,1,960,108500,18
"1347",7,2003,1568,1,2,2156,262500,17
"1348",8,2007,1732,1,3,1776,283463,24
"1349",7,1998,1482,1,2,1494,215000,20
"1350",8,1987,684,0,0,2358,122000,18
"1351",5,1969,1248,0,4,2634,2e+05,13
"1352",6,1962,858,1,2,1716,171000,13
"1353",6,2000,698,0,2,1176,134900,4
"1354",8,1996,2033,1,3,3238,410000,14
"1355",7,2000,992,1,3,1865,235000,6
"1356",7,1992,570,1,2,1920,170000,17
"1357",5,1966,864,0,1,892,110000,13
"1358",5,2008,1078,1,2,1078,149900,13
"1359",6,2000,756,0,2,1573,177500,21
"1360",9,2005,1980,1,3,1980,315000,16
"1361",5,1998,612,0,2,2601,189000,23
"1362",7,2005,1530,1,2,1530,260000,22
"1363",4,2007,715,1,1,1738,104900,13
"1364",6,2007,616,1,2,1412,156932,9
"1365",7,2005,600,0,2,1200,144152,21
"1366",7,2000,814,0,2,1674,216000,21
"1367",7,1999,873,0,2,1790,193000,6
"1368",5,1977,757,1,1,1475,127000,11
"1369",6,2004,848,0,2,848,144000,6
"1370",8,2003,1657,1,2,1668,232000,6
"1371",4,1950,840,0,1,1374,105000,18
"1372",6,1996,992,1,1,1661,165500,13
"1373",7,1998,1108,1,2,2097,274300,6
"1374",10,2002,2633,2,3,2633,466500,14
"1375",7,2005,1026,1,3,1958,250000,21
"1376",8,2007,1571,1,3,1571,239000,24
"1377",6,1950,768,0,1,790,91000,23
"1378",5,1960,984,0,2,1604,117000,8
"1379",6,1973,483,0,1,987,83000,3
"1380",5,2007,384,0,2,1394,167500,24
"1381",3,1950,864,0,1,864,58500,8
"1382",6,1970,1205,2,2,2117,237500,13
"1383",7,1950,596,0,2,1762,157000,18
"1384",5,2007,816,0,2,1416,112000,19
"1385",6,1950,560,0,1,1258,105000,8
"1386",4,2007,796,0,1,1154,125500,10
"1387",7,1978,1392,2,2,2784,250000,17
"1388",6,1950,714,1,1,2526,136000,18
"1389",9,2007,1746,2,3,1746,377500,9
"1390",6,1950,735,1,2,1218,131000,4
"1391",7,2000,1525,0,2,1525,235000,6
"1392",5,1967,1584,0,3,1584,124000,13
"1393",5,1967,864,1,1,900,123000,13
"1394",6,2000,482,1,2,1912,163000,18
"1395",7,2006,1356,1,3,1500,246578,1
"1396",8,2006,1094,1,3,2482,281213,24
"1397",5,1950,747,2,2,1687,160000,24
"1398",5,2004,939,0,1,1513,137500,4
"1399",5,1982,1208,0,1,1904,138000,13
"1400",6,1990,976,1,1,1608,137450,23
"1401",6,1950,862,1,1,1158,120000,4
"1402",6,2004,839,1,2,1593,193000,9
"1403",7,2006,1286,1,2,1294,193879,6
"1404",8,2007,1485,0,3,1464,282922,21
"1405",3,1950,672,0,3,1214,105000,18
"1406",8,2005,1594,1,2,1646,275000,7
"1407",5,2007,768,0,2,768,133000,6
"1408",5,1985,833,0,0,833,112000,12
"1409",4,1950,622,0,2,1363,125500,18
"1410",7,1991,791,1,2,2093,215000,17
"1411",7,2001,944,0,2,1840,230000,6
"1412",6,2005,856,0,1,1668,140000,13
"1413",4,1950,0,0,2,1040,90000,13
"1414",8,2006,1844,1,2,1844,257000,20
"1415",6,2000,833,1,2,1848,207000,4
"1416",7,2007,1386,1,3,1569,175900,1
"1417",4,1950,777,0,2,2290,122500,18
"1418",8,1998,1284,1,3,2450,340000,14
"1419",5,1963,1144,0,1,1144,124000,13
"1420",6,1969,1844,1,2,1844,223000,7
"1421",6,1968,708,1,2,1416,179900,17
"1422",6,1977,1069,1,2,1069,127500,15
"1423",6,2003,848,0,2,848,136500,6
"1424",6,1966,697,1,2,2201,274970,8
"1425",5,1983,1024,1,1,1344,144000,13
"1426",6,1959,1252,0,2,1252,142000,13
"1427",7,1994,1223,2,2,2127,271000,14
"1428",5,1950,913,1,1,1558,140000,13
"1429",5,1992,788,2,1,804,119000,18
"1430",6,1981,1440,1,2,1440,182900,17
"1431",5,2005,732,1,2,1838,192140,9
"1432",6,1976,958,0,2,958,143750,15
"1433",4,2007,656,0,1,968,64500,18
"1434",6,2000,936,1,2,1792,186500,9
"1435",5,1977,1126,1,2,1126,160000,12
"1436",6,2005,1319,1,2,1537,174000,13
"1437",4,1971,864,0,2,864,120500,13
"1438",8,2008,1932,1,3,1932,394617,16
"1439",6,1996,912,0,2,1236,149700,18
"1440",7,1979,539,1,2,1725,197000,17
"1441",6,1994,588,1,2,2555,191000,7
"1442",6,2004,848,1,2,848,149300,6
"1443",10,2008,1017,1,3,2007,310000,21
"1444",6,1950,952,1,1,952,121000,4
"1445",7,2004,1422,0,2,1422,179600,6
"1446",6,1966,814,0,1,913,129000,19
"1447",5,1962,1188,0,1,1188,157900,12
"1448",8,1996,1220,1,2,2090,240000,6
"1449",4,2000,560,0,1,1346,112000,8
"1450",5,1970,630,0,0,630,92000,11
"1451",5,1974,896,0,0,1792,136000,13
"1452",8,2009,1573,1,3,1578,287090,21
"1453",5,2005,547,0,2,1072,145000,8
"1454",5,2006,1140,0,0,1140,84500,12
"1455",7,2005,1221,0,2,1221,185000,21
"1456",6,2000,953,1,2,1647,175000,9
"1457",6,1988,1542,2,2,2073,210000,17
"1458",7,2006,1152,2,1,2340,266500,7
"1459",5,1996,1078,0,1,1078,142125,13
"1460",5,1965,1256,0,1,1256,147500,8
